region	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
chr11:61020611-61024332	4.93E-11	0.724303687	0.215	0.064	1.36E-05	A18
chr9:114021828-114023065	4.94E-11	0.709750469	0.231	0.072	1.36E-05	A18
chr5:136230240-136232289	5.00E-11	0.645813741	0.289	0.102	1.38E-05	A18
chr6:87872620-87873603	5.03E-11	1.043922132	0.132	0.03	1.39E-05	A18
chr5:115098413-115102038	5.05E-11	0.865701815	0.182	0.05	1.39E-05	A18
chr1:36647404-36648148	5.17E-11	1.135924541	0.107	0.021	1.42E-05	A18
chr3:94587278-94588953	5.21E-11	1.229659449	0.107	0.021	1.44E-05	A18
chr4:149415540-149418548	5.28E-11	0.85006853	0.165	0.042	1.46E-05	A18
chr8:91148392-91149568	5.34E-11	1.018543114	0.124	0.026	1.47E-05	A18
chr11:103232524-103234808	5.89E-11	0.779732306	0.198	0.057	1.62E-05	A18
chr15:28132778-28134584	5.97E-11	0.788224329	0.215	0.065	1.64E-05	A18
chr4:140579687-140585288	6.14E-11	0.729733878	0.24	0.078	1.69E-05	A18
chr8:70644771-70650166	6.20E-11	0.721974799	0.256	0.087	1.71E-05	A18
chr19:37830792-37832049	6.26E-11	0.923748149	0.157	0.039	1.73E-05	A18
chr4:134301492-134302793	6.33E-11	1.143342253	0.107	0.021	1.74E-05	A18
chr13:58415291-58416692	6.34E-11	1.040202042	0.132	0.03	1.75E-05	A18
chr11:74447726-74449170	6.47E-11	0.706307285	0.264	0.091	1.78E-05	A18
chr13:32478674-32479767	6.63E-11	0.865718513	0.19	0.054	1.83E-05	A18
chr9:11206470-11207370	6.78E-11	1.054119696	0.124	0.027	1.87E-05	A18
chr19:57138318-57139681	6.98E-11	1.028328195	0.107	0.021	1.92E-05	A18
chr12:86038959-86040080	7.01E-11	0.8641469	0.165	0.043	1.93E-05	A18
chr1:62416383-62417437	7.10E-11	0.866718135	0.174	0.047	1.96E-05	A18
chr5:35576488-35577481	7.10E-11	0.891197156	0.165	0.043	1.96E-05	A18
chr2:28908088-28912257	7.12E-11	0.696075161	0.248	0.081	1.96E-05	A18
chr6:67128419-67129909	7.32E-11	0.828011228	0.165	0.042	2.02E-05	A18
chr14:20227942-20230684	7.36E-11	0.622843708	0.331	0.129	2.03E-05	A18
chr10:5288857-5289834	7.53E-11	0.795066875	0.207	0.062	2.08E-05	A18
chr11:32398203-32399162	7.79E-11	0.668784505	0.248	0.081	2.15E-05	A18
chr5:122314585-122315958	8.04E-11	0.52958374	0.413	0.177	2.22E-05	A18
chr8:85455909-85457664	8.10E-11	0.73184191	0.223	0.069	2.23E-05	A18
chr17:10378082-10380307	8.23E-11	0.528646251	0.388	0.161	2.27E-05	A18
chr1:135377942-135379449	8.32E-11	1.0445233	0.124	0.027	2.29E-05	A18
chr8:122133840-122136645	8.35E-11	1.094632183	0.116	0.024	2.30E-05	A18
chr12:21472442-21473506	8.57E-11	0.90166436	0.157	0.04	2.36E-05	A18
chr7:67421090-67422358	8.59E-11	1.250058806	0.107	0.021	2.37E-05	A18
chr12:117199641-117200891	9.15E-11	1.03659288	0.14	0.034	2.52E-05	A18
chr19:7124626-7126654	9.19E-11	0.675577168	0.273	0.095	2.53E-05	A18
chr4:47603418-47604792	9.26E-11	0.661852205	0.289	0.105	2.55E-05	A18
chr16:4978158-4980575	9.39E-11	0.820400345	0.174	0.046	2.59E-05	A18
chr5:35742993-35744705	9.53E-11	1.171458424	0.124	0.027	2.63E-05	A18
chr4:145214049-145216570	9.55E-11	0.559400602	0.372	0.154	2.63E-05	A18
chr4:34847809-34848569	9.60E-11	1.025048459	0.107	0.021	2.65E-05	A18
chr12:103361731-103364061	9.91E-11	0.892574459	0.132	0.03	2.73E-05	A18
chr5:108713345-108714912	9.95E-11	0.833897139	0.19	0.054	2.74E-05	A18
chr2:173743952-173745212	1.02E-10	0.914182343	0.165	0.044	2.80E-05	A18
chr16:32523268-32524909	1.03E-10	0.715827376	0.231	0.074	2.84E-05	A18
chr17:49882875-49885864	1.03E-10	0.987201141	0.14	0.033	2.85E-05	A18
chr8:118393614-118394678	1.07E-10	0.989221411	0.14	0.034	2.96E-05	A18
chr5:97024706-97025928	1.08E-10	1.024038388	0.14	0.034	2.98E-05	A18
chr19:5792144-5796949	1.09E-10	0.505408355	0.405	0.173	3.00E-05	A18
chr13:109229395-109231675	1.13E-10	0.615898609	0.256	0.085	3.11E-05	A18
chr2:120539436-120540319	1.13E-10	1.077370742	0.116	0.024	3.11E-05	A18
chr14:20873402-20874615	1.14E-10	1.048121459	0.14	0.034	3.14E-05	A18
chr6:72508173-72509328	1.20E-10	0.820454983	0.174	0.047	3.30E-05	A18
chr4:43513856-43516685	1.21E-10	0.937705045	0.132	0.03	3.32E-05	A18
chr16:10335933-10338823	1.23E-10	0.688948427	0.223	0.069	3.39E-05	A18
chr7:24437033-24438525	1.23E-10	0.677396007	0.264	0.092	3.40E-05	A18
chr15:86171856-86175151	1.26E-10	0.794720619	0.231	0.077	3.47E-05	A18
chr1:62773751-62775483	1.27E-10	0.932861727	0.132	0.03	3.51E-05	A18
chr4:101236795-101237208	1.28E-10	1.08585658	0.107	0.021	3.52E-05	A18
chr3:89548610-89550648	1.28E-10	0.667456674	0.248	0.081	3.53E-05	A18
chr16:36989355-36990781	1.29E-10	0.897234044	0.157	0.04	3.54E-05	A18
chr16:4474055-4476226	1.29E-10	0.566171329	0.355	0.143	3.55E-05	A18
chr14:25851854-25854942	1.34E-10	0.927679337	0.132	0.03	3.69E-05	A18
chr10:3414387-3415733	1.34E-10	1.010519113	0.14	0.034	3.71E-05	A18
chr16:32667237-32668792	1.35E-10	0.910989283	0.149	0.037	3.72E-05	A18
chr12:81679569-81680722	1.37E-10	0.970303951	0.132	0.03	3.76E-05	A18
chr9:114636099-114637505	1.40E-10	1.020107761	0.107	0.021	3.85E-05	A18
chr17:71038208-71039315	1.46E-10	0.775690199	0.207	0.063	4.03E-05	A18
chr7:143888249-143888970	1.48E-10	0.866485428	0.149	0.037	4.09E-05	A18
chr19:53669725-53671972	1.49E-10	0.921834761	0.157	0.041	4.10E-05	A18
chr12:100293149-100294697	1.49E-10	0.939356188	0.107	0.021	4.11E-05	A18
chr1:180604306-180605804	1.51E-10	0.976054375	0.132	0.03	4.16E-05	A18
chr9:74912515-74913796	1.54E-10	0.932269279	0.14	0.034	4.24E-05	A18
chr19:47491310-47495057	1.54E-10	0.632937198	0.298	0.111	4.25E-05	A18
chr17:34068272-34069879	1.54E-10	0.634743176	0.306	0.116	4.26E-05	A18
chrX:73524277-73527487	1.56E-10	0.623116258	0.322	0.127	4.29E-05	A18
chr18:57211896-57212733	1.57E-10	0.945651764	0.116	0.024	4.33E-05	A18
chr1:125759842-125761021	1.58E-10	0.874118338	0.149	0.037	4.35E-05	A18
chr1:135833405-135838926	1.61E-10	0.528866599	0.364	0.145	4.43E-05	A18
chr15:36872979-36875085	1.61E-10	0.533345679	0.347	0.135	4.44E-05	A18
chr2:110179410-110180956	1.62E-10	0.503748857	0.413	0.177	4.46E-05	A18
chr17:29828703-29832541	1.66E-10	0.770753564	0.198	0.059	4.56E-05	A18
chr10:118647691-118648652	1.68E-10	1.086888228	0.107	0.022	4.63E-05	A18
chr2:18895851-18896612	1.70E-10	0.902906263	0.149	0.037	4.69E-05	A18
chr19:53653515-53654824	1.71E-10	0.570763146	0.331	0.128	4.72E-05	A18
chr1:89621825-89623410	1.83E-10	0.944000438	0.124	0.027	5.05E-05	A18
chr17:9821024-9822057	1.84E-10	0.617805259	0.281	0.1	5.08E-05	A18
chr19:10700876-10704097	1.88E-10	0.541523917	0.339	0.13	5.18E-05	A18
chr12:24642000-24643192	1.95E-10	0.945244307	0.132	0.031	5.36E-05	A18
chr3:8850232-8851843	1.97E-10	0.657874743	0.24	0.078	5.44E-05	A18
chr3:90076755-90077661	1.99E-10	0.952512281	0.14	0.034	5.50E-05	A18
chr17:6739081-6745242	2.04E-10	0.568251205	0.339	0.134	5.61E-05	A18
chr6:145935637-145936533	2.04E-10	0.751444569	0.157	0.04	5.61E-05	A18
chr11:119823708-119826717	2.04E-10	0.872541431	0.174	0.048	5.62E-05	A18
chr9:32730648-32731422	2.04E-10	1.111205144	0.107	0.022	5.63E-05	A18
chr9:111122410-111122949	2.04E-10	0.946619766	0.124	0.028	5.63E-05	A18
chr7:132713045-132716180	2.05E-10	0.81696001	0.198	0.06	5.66E-05	A18
chr6:114659747-114660677	2.07E-10	1.159998686	0.107	0.022	5.70E-05	A18
chr15:78240183-78241739	2.08E-10	0.955759088	0.132	0.031	5.72E-05	A18
chr10:80847388-80849890	2.12E-10	0.832196665	0.207	0.065	5.84E-05	A18
chr15:76044799-76053032	2.17E-10	0.535603378	0.339	0.131	5.98E-05	A18
chr7:132673661-132675387	2.22E-10	0.65279729	0.273	0.097	6.12E-05	A18
chr5:151154634-151156192	2.24E-10	0.638943672	0.289	0.107	6.18E-05	A18
chr13:49389436-49390895	2.25E-10	1.04730653	0.116	0.025	6.19E-05	A18
chr15:25767135-25769086	2.26E-10	0.63874983	0.289	0.108	6.22E-05	A18
chr11:11853783-11856446	2.27E-10	0.504848729	0.397	0.167	6.25E-05	A18
chr16:35907535-35908283	2.34E-10	0.901074575	0.165	0.045	6.44E-05	A18
chr11:79058147-79060339	2.34E-10	0.842732199	0.182	0.052	6.45E-05	A18
chr2:167992576-167998307	2.37E-10	0.649455983	0.306	0.12	6.53E-05	A18
chr11:31737739-31739220	2.59E-10	0.858927714	0.14	0.034	7.14E-05	A18
chr11:98386483-98395671	2.60E-10	0.538924706	0.355	0.144	7.16E-05	A18
chr11:54929998-54931138	2.66E-10	1.021303215	0.124	0.028	7.32E-05	A18
chr4:70219685-70223917	2.77E-10	0.725144788	0.223	0.072	7.62E-05	A18
chr13:44409026-44410286	2.82E-10	1.005058428	0.132	0.031	7.76E-05	A18
chr15:96296814-96298358	2.87E-10	1.028741153	0.107	0.022	7.90E-05	A18
chr11:88288314-88289692	2.93E-10	0.742625639	0.223	0.072	8.07E-05	A18
chr11:113008344-113012059	2.94E-10	0.539453727	0.372	0.157	8.11E-05	A18
chr2:44535213-44536222	2.94E-10	1.042439688	0.116	0.025	8.11E-05	A18
chr2:27106231-27111638	2.96E-10	0.811317399	0.215	0.069	8.17E-05	A18
chr7:128057905-128059421	3.02E-10	0.900164043	0.149	0.038	8.32E-05	A18
chr18:57466752-57467833	3.09E-10	0.83366844	0.174	0.048	8.50E-05	A18
chr19:47300611-47307133	3.10E-10	0.693239191	0.256	0.09	8.55E-05	A18
chr9:40381666-40382769	3.18E-10	0.841427485	0.165	0.045	8.77E-05	A18
chr2:32063092-32069914	3.26E-10	0.574182242	0.306	0.114	8.99E-05	A18
chr10:128038971-128045306	3.30E-10	0.625658651	0.273	0.097	9.10E-05	A18
chr14:20223220-20224909	3.31E-10	0.862650052	0.14	0.034	9.13E-05	A18
chr15:63036123-63036924	3.38E-10	0.818032422	0.165	0.045	9.32E-05	A18
chr7:142576288-142579427	3.52E-10	0.661188447	0.264	0.094	9.70E-05	A18
chr9:78003181-78004477	3.53E-10	0.967912404	0.132	0.031	9.73E-05	A18
chr15:76134146-76136465	3.53E-10	1.074557315	0.116	0.025	9.73E-05	A18
chr3:37805436-37806239	3.68E-10	0.557234753	0.331	0.13	0.000101289	A18
chr1:87210272-87211689	3.72E-10	1.014598281	0.107	0.022	0.000102501	A18
chr4:137367178-137368652	3.78E-10	0.608335132	0.289	0.108	0.000104096	A18
chr1:185886817-185888053	3.87E-10	1.084374592	0.107	0.022	0.000106595	A18
chr4:114937272-114939128	3.93E-10	0.741669597	0.198	0.06	0.000108402	A18
chr11:79787903-79791335	4.00E-10	0.512100316	0.38	0.16	0.000110301	A18
chr4:133068371-133072042	4.06E-10	0.635242018	0.281	0.104	0.000111882	A18
chr16:45810107-45811567	4.16E-10	0.927651047	0.132	0.031	0.000114591	A18
chr6:84224134-84229259	4.24E-10	0.644572602	0.281	0.105	0.000116829	A18
chr16:21271503-21272973	4.27E-10	0.952923847	0.124	0.028	0.000117516	A18
chr14:58189792-58190573	4.34E-10	0.970343697	0.116	0.025	0.000119612	A18
chr16:10574574-10575318	4.45E-10	0.997516163	0.14	0.035	0.000122526	A18
chr1:182115216-182116671	4.48E-10	0.788435803	0.207	0.065	0.00012351	A18
chr2:39299301-39300744	4.50E-10	0.705820266	0.165	0.044	0.000124027	A18
chr13:46417798-46419602	4.57E-10	0.562309047	0.347	0.142	0.000125854	A18
chr11:95260914-95261980	4.57E-10	1.082231589	0.124	0.029	0.000125994	A18
chr8:13253460-13254648	4.69E-10	0.759889771	0.174	0.048	0.00012926	A18
chr10:60262068-60264000	4.72E-10	0.60101238	0.298	0.113	0.000130003	A18
chr6:86610348-86611307	4.76E-10	0.819189924	0.174	0.049	0.000131145	A18
chr6:53337060-53338179	4.80E-10	0.683111369	0.264	0.096	0.000132384	A18
chr11:117120268-117122316	4.87E-10	0.934052604	0.14	0.035	0.000134154	A18
chr2:114051066-114053609	4.94E-10	0.923693913	0.132	0.031	0.000136013	A18
chr15:82129121-82131964	5.07E-10	0.840138719	0.14	0.035	0.000139788	A18
chr14:32707327-32709492	5.08E-10	1.072734513	0.107	0.022	0.000140068	A18
chr16:11569740-11571006	5.17E-10	0.954802506	0.124	0.028	0.000142441	A18
chr11:102984073-102985547	5.31E-10	0.70438008	0.19	0.056	0.00014618	A18
chr9:41169512-41170937	5.42E-10	1.035494736	0.116	0.026	0.000149364	A18
chr17:9756262-9758446	5.52E-10	0.514940411	0.372	0.156	0.000151974	A18
chr11:88822634-88823863	5.69E-10	1.170281276	0.107	0.023	0.000156838	A18
chr17:29251034-29253209	5.70E-10	0.939395812	0.132	0.032	0.000157046	A18
chr11:74452717-74453608	5.75E-10	1.039852896	0.107	0.022	0.000158473	A18
chr15:36715766-36716984	5.80E-10	0.65988011	0.289	0.112	0.000159721	A18
chr1:135594007-135595674	5.89E-10	1.027657547	0.107	0.022	0.000162246	A18
chr7:112319179-112320846	5.91E-10	1.049103131	0.116	0.026	0.000162798	A18
chr9:58979076-58979399	5.96E-10	1.078312843	0.116	0.026	0.000164307	A18
chr2:128337310-128340897	6.01E-10	0.638751627	0.281	0.105	0.000165585	A18
chr8:86807105-86811732	6.03E-10	0.544116963	0.306	0.114	0.000166018	A18
chr12:51708789-51709752	6.04E-10	0.741372826	0.165	0.045	0.000166549	A18
chr12:101007358-101009087	6.05E-10	0.5302029	0.372	0.159	0.000166625	A18
chr12:8444886-8446145	6.11E-10	0.693564655	0.231	0.077	0.000168386	A18
chr9:50700583-50702190	6.28E-10	0.807213646	0.198	0.062	0.000173041	A18
chr17:47748101-47750022	6.30E-10	0.640766805	0.264	0.095	0.000173529	A18
chr18:5427439-5428808	6.35E-10	0.544910673	0.339	0.136	0.000174952	A18
chr2:25597798-25599766	6.58E-10	1.061265516	0.116	0.026	0.0001812	A18
chr4:133103338-133104661	6.63E-10	0.775826856	0.198	0.061	0.000182589	A18
chr13:54562331-54563399	6.66E-10	0.876276464	0.149	0.039	0.000183534	A18
chr4:107018459-107020408	6.68E-10	0.640312767	0.215	0.067	0.00018399	A18
chr17:26659392-26660648	6.79E-10	0.921118576	0.14	0.035	0.000187183	A18
chr1:135789760-135791606	6.79E-10	0.856981893	0.157	0.042	0.000187194	A18
chr2:166960338-166961967	6.82E-10	0.876723125	0.157	0.042	0.000187938	A18
chr11:60939174-60941723	6.88E-10	0.895910443	0.165	0.046	0.000189516	A18
chr7:4515720-4517257	6.89E-10	0.780876728	0.157	0.042	0.000189912	A18
chr4:55477685-55478802	7.06E-10	0.868090433	0.14	0.035	0.00019458	A18
chr6:88784744-88788052	7.07E-10	0.54316513	0.322	0.126	0.000194866	A18
chr1:172242149-172243171	7.13E-10	0.753491494	0.157	0.042	0.000196435	A18
chr18:80094507-80096830	7.15E-10	0.927777203	0.124	0.029	0.000197099	A18
chr15:82160144-82161755	7.55E-10	1.124860197	0.116	0.026	0.00020798	A18
chr11:80507933-80509731	7.70E-10	0.550449471	0.314	0.121	0.000212057	A18
chr14:8257524-8259450	7.72E-10	0.905832611	0.149	0.039	0.000212807	A18
chr2:156379365-156381039	7.74E-10	0.847918848	0.149	0.039	0.000213308	A18
chr9:36832381-36832962	7.79E-10	1.083828921	0.124	0.029	0.000214698	A18
chr13:52048592-52050442	7.90E-10	0.844481748	0.14	0.035	0.00021759	A18
chr13:46619291-46621550	7.92E-10	0.522334729	0.322	0.124	0.000218359	A18
chr4:45444293-45448298	8.02E-10	0.651430667	0.256	0.091	0.000221107	A18
chr15:34295701-34296698	8.04E-10	0.562347595	0.306	0.116	0.00022149	A18
chr9:121356609-121358863	8.05E-10	0.981493381	0.149	0.04	0.000221687	A18
chr6:67130251-67131182	8.06E-10	1.016781963	0.107	0.023	0.000222073	A18
chr13:110642440-110644151	8.08E-10	0.994220961	0.107	0.023	0.000222543	A18
chr16:30981128-30982270	8.10E-10	0.825268564	0.174	0.05	0.000223276	A18
chr5:140128566-140130788	8.23E-10	0.928399922	0.116	0.026	0.000226742	A18
chr5:108442772-108444112	8.29E-10	1.025216702	0.107	0.023	0.000228464	A18
chr11:106336923-106339523	8.31E-10	0.901507513	0.132	0.032	0.000229028	A18
chr11:88556999-88560076	8.41E-10	0.677780188	0.256	0.093	0.000231783	A18
chr11:99126137-99128876	8.45E-10	0.593417403	0.314	0.126	0.000232915	A18
chr2:168612438-168616038	8.71E-10	0.559942633	0.322	0.128	0.000239889	A18
chr10:60398289-60401592	8.91E-10	0.629210621	0.256	0.09	0.000245491	A18
chr16:14444230-14446197	8.93E-10	1.034980375	0.116	0.026	0.000246053	A18
chr14:105377080-105378361	9.18E-10	0.710680604	0.207	0.065	0.000252912	A18
chr15:59197301-59198610	9.52E-10	0.807506786	0.14	0.035	0.000262208	A18
chr13:112529917-112530450	9.53E-10	1.051998591	0.107	0.023	0.000262516	A18
chr2:92463862-92465607	9.73E-10	0.757369129	0.182	0.054	0.000268196	A18
chr2:167752189-167758598	9.87E-10	0.501070946	0.347	0.14	0.000271857	A18
chr7:110752305-110754712	9.89E-10	0.627762628	0.281	0.106	0.000272369	A18
chr6:121101362-121103868	1.01E-09	0.670218741	0.24	0.083	0.000278473	A18
chr1:9629669-9631965	1.02E-09	0.670567378	0.248	0.088	0.000280471	A18
chr6:66981779-66982562	1.03E-09	0.948818695	0.116	0.026	0.000283322	A18
chr11:3386641-3387730	1.04E-09	0.734444053	0.24	0.085	0.000287478	A18
chr12:110682470-110684371	1.07E-09	0.879534215	0.132	0.032	0.000293931	A18
chr2:181470063-181471670	1.14E-09	0.941727885	0.116	0.026	0.00031383	A18
chr9:114113866-114115311	1.14E-09	0.637693414	0.248	0.087	0.000314383	A18
chr15:96772160-96774006	1.17E-09	0.826752184	0.174	0.051	0.000323436	A18
chr19:56972718-56974924	1.19E-09	0.714248909	0.207	0.066	0.000328127	A18
chr11:88847146-88850614	1.19E-09	0.711605827	0.215	0.071	0.000328381	A18
chr16:4537381-4538484	1.24E-09	0.886770503	0.124	0.029	0.000341583	A18
chr7:46299985-46301911	1.27E-09	0.849630872	0.157	0.043	0.000349102	A18
chr7:67477257-67480263	1.28E-09	0.882970372	0.157	0.043	0.000353706	A18
chr9:65382407-65385179	1.32E-09	0.784376271	0.174	0.05	0.00036494	A18
chr4:149974853-149976140	1.38E-09	0.900153414	0.157	0.044	0.000380232	A18
chr1:134199214-134204587	1.39E-09	0.628005872	0.223	0.073	0.000383798	A18
chr1:74797173-74798160	1.45E-09	0.683601912	0.207	0.065	0.000400092	A18
chr1:37306420-37308658	1.46E-09	0.805359672	0.157	0.043	0.000401025	A18
chr17:29052473-29054861	1.47E-09	0.577026122	0.306	0.121	0.000404118	A18
chr4:149395148-149396432	1.47E-09	0.777734759	0.182	0.054	0.000405485	A18
chr1:153969028-153970453	1.52E-09	1.0040457	0.107	0.023	0.000419605	A18
chr17:27168997-27173241	1.53E-09	0.728582305	0.19	0.058	0.000420941	A18
chr5:92367498-92369920	1.64E-09	0.54716421	0.322	0.131	0.000451876	A18
chr16:20745990-20747351	1.66E-09	0.534959909	0.281	0.102	0.00045768	A18
chr2:91081738-91085411	1.66E-09	0.694417652	0.215	0.071	0.000458159	A18
chr11:75851408-75854552	1.66E-09	0.704491675	0.223	0.076	0.000458622	A18
chr1:80224606-80225649	1.67E-09	0.857027413	0.132	0.033	0.000458898	A18
chr11:79046188-79048501	1.71E-09	0.647413974	0.24	0.083	0.000471942	A18
chr9:22126678-22128028	1.78E-09	1.140814866	0.107	0.024	0.00048988	A18
chr4:63530198-63531779	1.80E-09	0.619653081	0.223	0.074	0.000494642	A18
chr5:122092472-122095128	1.87E-09	1.065503456	0.124	0.03	0.000514644	A18
chr15:82133705-82135963	1.90E-09	0.666225609	0.223	0.075	0.000523668	A18
chr2:173289426-173290795	1.93E-09	1.019330702	0.124	0.03	0.000531588	A18
chr2:180125441-180126991	1.94E-09	0.729897506	0.182	0.054	0.000533753	A18
chr17:87360582-87362473	1.94E-09	0.694265438	0.198	0.062	0.000535819	A18
chr13:114447050-114447539	1.96E-09	1.021979684	0.116	0.027	0.000540471	A18
chr17:26594658-26597880	1.96E-09	0.794977979	0.165	0.047	0.000541209	A18
chr5:118619684-118620759	1.99E-09	0.722410999	0.157	0.043	0.00054721	A18
chr1:91670780-91671917	2.03E-09	0.90055891	0.116	0.026	0.000558258	A18
chr5:30862969-30865150	2.04E-09	0.858945959	0.157	0.044	0.000562153	A18
chr14:122573778-122574963	2.04E-09	0.95344816	0.132	0.033	0.000563365	A18
chr8:108062904-108063513	2.04E-09	1.005030049	0.107	0.023	0.000563449	A18
chr6:72364113-72365929	2.05E-09	0.939517845	0.116	0.026	0.000565754	A18
chr7:132701326-132706286	2.05E-09	0.606324314	0.298	0.119	0.000565997	A18
chr16:30736598-30737906	2.08E-09	0.93422265	0.124	0.03	0.00057392	A18
chr7:19243566-19246233	2.09E-09	0.826448948	0.174	0.052	0.000576789	A18
chr8:95209069-95211383	2.10E-09	0.509395833	0.364	0.157	0.000577653	A18
chr1:36495478-36502090	2.11E-09	0.524430163	0.322	0.129	0.00058193	A18
chr19:32196133-32198113	2.13E-09	0.977481001	0.132	0.034	0.000588168	A18
chr5:36300712-36302727	2.14E-09	0.662238054	0.24	0.085	0.000588618	A18
chr15:27536699-27540655	2.15E-09	0.672929906	0.223	0.076	0.000591671	A18
chr2:7001777-7002376	2.15E-09	1.04376828	0.107	0.024	0.000592726	A18
chr11:100408056-100409475	2.21E-09	1.103374172	0.107	0.024	0.000609566	A18
chr3:128990108-128990969	2.23E-09	1.053034492	0.107	0.024	0.000614466	A18
chr14:70962684-70964054	2.26E-09	0.896060046	0.124	0.03	0.000621716	A18
chr8:48308970-48310142	2.27E-09	1.12094627	0.107	0.024	0.000625894	A18
chr2:93961329-93962423	2.28E-09	0.936331936	0.107	0.023	0.000628928	A18
chr7:142509440-142513341	2.31E-09	0.993148787	0.124	0.03	0.000637289	A18
chr10:81203002-81206825	2.33E-09	0.774619924	0.174	0.051	0.000641707	A18
chr9:65100660-65104222	2.34E-09	0.529770406	0.331	0.135	0.000645876	A18
chr16:10378121-10380038	2.36E-09	0.871766168	0.14	0.037	0.000650515	A18
chr8:111901547-111902922	2.41E-09	0.709459337	0.223	0.077	0.000663893	A18
chr7:81063047-81064442	2.43E-09	1.060131051	0.107	0.024	0.000669116	A18
chr12:111303214-111308143	2.48E-09	0.745938385	0.182	0.055	0.000683292	A18
chr7:84349272-84350314	2.50E-09	1.004122647	0.107	0.024	0.00068798	A18
chr19:4092338-4095179	2.56E-09	0.635641686	0.207	0.066	0.00070497	A18
chr2:5380606-5381555	2.61E-09	0.884662935	0.149	0.041	0.000718201	A18
chr11:83582587-83584136	2.62E-09	0.790501391	0.174	0.052	0.00072268	A18
chr6:113660581-113662377	2.69E-09	1.000296045	0.107	0.024	0.000742196	A18
chr14:25549636-25552142	2.78E-09	0.529135	0.347	0.15	0.00076726	A18
chr8:105343495-105345877	2.85E-09	0.573237447	0.331	0.144	0.00078589	A18
chr6:100167084-100168480	2.86E-09	0.882917083	0.157	0.045	0.000787734	A18
chr7:28566182-28569018	2.86E-09	0.636174722	0.248	0.089	0.000789396	A18
chr2:80069687-80070340	2.87E-09	0.939930137	0.14	0.037	0.000792109	A18
chr2:181462700-181464679	2.94E-09	0.854534109	0.165	0.048	0.00080933	A18
chr15:76851766-76854024	3.07E-09	0.765991417	0.174	0.052	0.000846987	A18
chr9:58472797-58474596	3.12E-09	0.920123098	0.149	0.041	0.000859002	A18
chr16:22654502-22655399	3.20E-09	0.830808086	0.149	0.04	0.00088159	A18
chr9:96415940-96416679	3.20E-09	0.940790767	0.124	0.03	0.00088307	A18
chr18:76004955-76008422	3.32E-09	0.854331783	0.149	0.041	0.000913832	A18
chr4:120744127-120749011	3.34E-09	0.634903944	0.256	0.095	0.000918934	A18
chr7:81861022-81864177	3.36E-09	0.828578254	0.149	0.041	0.000926419	A18
chr4:148943433-148946480	3.37E-09	0.751906299	0.174	0.052	0.000927879	A18
chr9:61645365-61647213	3.39E-09	0.511912618	0.347	0.147	0.000934638	A18
chr3:130690942-130692210	3.55E-09	0.641286002	0.223	0.076	0.000978947	A18
chr9:25484000-25485801	3.56E-09	1.043706917	0.107	0.024	0.00098037	A18
chr3:19644016-19645738	3.64E-09	0.907879423	0.124	0.03	0.001003441	A18
chr9:119425116-119428688	3.68E-09	0.547048398	0.298	0.117	0.001014684	A18
chr18:23414815-23415827	3.72E-09	0.985271101	0.14	0.038	0.001023732	A18
chr2:27404448-27406493	3.78E-09	1.037481714	0.107	0.024	0.00104051	A18
chr7:65387990-65388947	3.78E-09	0.953749727	0.116	0.027	0.001042466	A18
chr1:128786714-128787631	3.86E-09	0.652488839	0.264	0.102	0.001064482	A18
